Category	Term	Count	%	PValue	List Total	Pop Hits	Pop Total	Fold Enrichment	FDR
GOTERM_BP_DIRECT	GO:0002474~antigen processing and presentation of peptide antigen via MHC class I	5	2.48756218905473	0.000287427314944	182	30	16792	15.3772893772894	0.328241993666045
GOTERM_BP_DIRECT	GO:0061077~chaperone-mediated protein folding	5	2.48756218905473	0.000653166907515	182	37	16792	12.4680724680725	0.372958304191158
GOTERM_BP_DIRECT	GO:0006465~signal peptide processing	4	1.99004975124378	0.002379151395313	182	25	16792	14.7621978021978	0.708075542204356
GOTERM_BP_DIRECT	GO:0006506~GPI anchor biosynthetic process	4	1.99004975124378	0.002668324114655	182	26	16792	14.1944209636517	0.708075542204356
GOTERM_BP_DIRECT	GO:0044829~positive regulation by host of viral genome replication	3	1.49253731343284	0.003100155613854	182	8	16792	34.5989010989011	0.708075542204356
GOTERM_BP_DIRECT	GO:0036498~IRE1-mediated unfolded protein response	5	2.48756218905473	0.003745595649296	182	59	16792	7.81896070031663	0.712911705249392
GOTERM_BP_DIRECT	GO:0002576~platelet degranulation	6	2.98507462686567	0.005147925620476	182	103	16792	5.37458657847007	0.83984729408342
GOTERM_BP_DIRECT	GO:0006888~ER to Golgi vesicle-mediated transport	7	3.48258706467662	0.007808912706777	182	160	16792	4.03653846153846	0.959959677951219
GOTERM_BP_DIRECT	GO:0034975~protein folding in endoplasmic reticulum	3	1.49253731343284	0.008335618082302	182	13	16792	21.2916314454776	0.959959677951219
GOTERM_BP_DIRECT	GO:0018279~protein N-linked glycosylation via asparagine	4	1.99004975124378	0.009082477288521	182	40	16792	9.22637362637363	0.959959677951219
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	9	4.47761194029851	0.009246546810388	182	271	16792	3.0641093224119	0.959959677951219
GOTERM_BP_DIRECT	GO:0050900~leukocyte migration	6	2.98507462686567	0.010360195452316	182	122	16792	4.53756079985588	0.970445890683527
GOTERM_BP_DIRECT	GO:0008543~fibroblast growth factor receptor signaling pathway	5	2.48756218905473	0.011896884824492	182	82	16792	5.62583757705709	0.970445890683527
GOTERM_BP_DIRECT	GO:0006890~retrograde vesicle-mediated transport, Golgi to ER	5	2.48756218905473	0.011896884824492	182	82	16792	5.62583757705709	0.970445890683527
GOTERM_BP_DIRECT	GO:0006457~protein folding	7	3.48258706467662	0.013435109955089	182	180	16792	3.58803418803419	1
GOTERM_BP_DIRECT	GO:0006413~translational initiation	6	2.98507462686567	0.016430966352897	182	137	16792	4.04074757359429	1
GOTERM_BP_DIRECT	GO:0006614~SRP-dependent cotranslational protein targeting to membrane	5	2.48756218905473	0.018791341158474	182	94	16792	4.90764554594342	1
GOTERM_BP_DIRECT	GO:0006509~membrane protein ectodomain proteolysis	3	1.49253731343284	0.023170576267049	182	22	16792	12.5814185814186	1
GOTERM_BP_DIRECT	GO:0030433~ER-associated ubiquitin-dependent protein catabolic process	4	1.99004975124378	0.026917872122788	182	60	16792	6.15091575091575	1
GOTERM_BP_DIRECT	GO:0048208~COPII vesicle coating	4	1.99004975124378	0.028091697480613	182	61	16792	6.05008106647451	1
GOTERM_BP_DIRECT	GO:1903298~negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway	2	0.99502487562189	0.031991407247015	182	3	16792	61.5091575091575	1
GOTERM_BP_DIRECT	GO:0019083~viral transcription	5	2.48756218905473	0.033029546584953	182	112	16792	4.11891679748823	1
GOTERM_BP_DIRECT	GO:0031647~regulation of protein stability	4	1.99004975124378	0.039857127644967	182	70	16792	5.27221350078493	1
GOTERM_BP_DIRECT	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	5	2.48756218905473	0.039889663975051	182	119	16792	3.87662757410657	1
GOTERM_BP_DIRECT	GO:0006611~protein export from nucleus	3	1.49253731343284	0.041260901407145	182	30	16792	9.22637362637363	1
GOTERM_BP_DIRECT	GO:0048205~COPI coating of Golgi vesicle	2	0.99502487562189	0.042427380520634	182	4	16792	46.1318681318681	1
GOTERM_BP_DIRECT	GO:0006886~intracellular protein transport	7	3.48258706467662	0.042920788025034	182	236	16792	2.73663624511082	1
GOTERM_BP_DIRECT	GO:0016032~viral process	8	3.98009950248756	0.043646358138342	182	299	16792	2.4685949502003	1
GOTERM_BP_DIRECT	GO:0007030~Golgi organization	4	1.99004975124378	0.04576857517907	182	74	16792	4.98722898722899	1
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	4	1.99004975124378	0.047310619344671	182	75	16792	4.9207326007326	1
