Category	Term	Count	%	PValue	List Total	Pop Hits	Pop Total	Fold Enrichment	FDR
GOTERM_BP_DIRECT	GO:0030574~collagen catabolic process	15	12.1951219512195	3.45613032695329E-18	103	60	14590	35.4126213592233	2.50569448704114E-15
GOTERM_BP_DIRECT	GO:0030199~collagen fibril organization	13	10.5691056910569	1.10854149078636E-17	103	37	14590	49.7690894778273	4.01846290410054E-15
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	20	16.260162601626	2.73098791560236E-17	103	185	14590	15.3135659931776	6.59988746270569E-15
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	21	17.0731707317073	1.35883912284406E-11	103	429	14590	6.93393984656121	2.46289591015486E-09
GOTERM_BP_DIRECT	GO:0001501~skeletal system development	10	8.13008130081301	2.33509116832329E-07	103	126	14590	11.242102018801	3.38588219406877E-05
GOTERM_BP_DIRECT	GO:0001503~ossification	7	5.69105691056911	9.9829850570476E-06	103	71	14590	13.9655408177219	0.00120627736106
GOTERM_BP_DIRECT	GO:0030324~lung development	6	4.87804878048781	0.000119275773255	103	69	14590	12.3174335162516	0.012353562229996
GOTERM_BP_DIRECT	GO:0022617~extracellular matrix disassembly	6	4.87804878048781	0.000155932530023	103	73	14590	11.6425056523474	0.014131385533365
GOTERM_BP_DIRECT	GO:0035987~endodermal cell differentiation	4	3.2520325203252	0.000682281320375	103	25	14590	22.6640776699029	0.051679608114037
GOTERM_BP_DIRECT	GO:0032964~collagen biosynthetic process	3	2.4390243902439	0.000712822180883	103	6	14590	70.8252427184466	0.051679608114037
GOTERM_BP_DIRECT	GO:0071711~basement membrane organization	3	2.4390243902439	0.000993400001652	103	7	14590	60.7073509015257	0.065474091017968
GOTERM_BP_DIRECT	GO:0007507~heart development	7	5.69105691056911	0.001301898219639	103	172	14590	5.76484533754798	0.078656350769827
KEGG_PATHWAY	hsa04512:ECM-receptor interaction	10	8.13008130081301	2.76340776966076E-09	42	81	5885	17.2986478542034	1.93438543876253E-07
KEGG_PATHWAY	hsa04974:Protein digestion and absorption	9	7.31707317073171	7.28269599847924E-08	42	83	5885	15.1936316695353	2.54894359946773E-06
KEGG_PATHWAY	hsa04510:Focal adhesion	10	8.13008130081301	6.08242337974949E-06	42	197	5885	7.11264201111917	0.000141923212194
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	11	8.94308943089431	3.59878582523337E-05	42	309	5885	4.98805671135768	0.000629787519416
KEGG_PATHWAY	hsa05146:Amoebiasis	6	4.87804878048781	0.000538663299731	42	98	5885	8.57871720116618	0.007541286196235
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	7	5.69105691056911	0.00250161674585	42	202	5885	4.85561056105611	0.029185528701583
KEGG_PATHWAY	hsa04611:Platelet activation	5	4.0650406504065	0.009851121638617	42	122	5885	5.74258391881343	0.098511216386174
